4.775887738264669724e-02,2.000000000000000000e+00
9.658885834920515057e-02,8.000000000000000000e+00
1.454188393157636039e-01,1.600000000000000000e+01
1.942488202823220711e-01,1.500000000000000000e+01
2.430788012488804828e-01,1.900000000000000000e+01
2.919087822154389222e-01,3.900000000000000000e+01
3.407387631819974172e-01,2.800000000000000000e+01
3.895687441485558566e-01,3.200000000000000000e+01
4.383987251151142961e-01,5.800000000000000000e+01
4.872287060816727911e-01,4.300000000000000000e+01
5.360586870482312305e-01,4.600000000000000000e+01
5.848886680147897810e-01,4.900000000000000000e+01
6.337186489813482204e-01,6.400000000000000000e+01
6.825486299479066599e-01,6.100000000000000000e+01
7.313786109144650993e-01,8.400000000000000000e+01
7.802085918810235388e-01,7.900000000000000000e+01
8.290385728475819782e-01,8.400000000000000000e+01
8.778685538141404177e-01,8.600000000000000000e+01
9.266985347806988571e-01,8.300000000000000000e+01
9.755285157472572966e-01,1.040000000000000000e+02
