2.586081914212380248e-02,2.000000000000000042e-03
3.564764420355164692e-02,3.000000000000000062e-03
4.543446926497948790e-02,4.000000000000000083e-03
5.522129432640733582e-02,6.000000000000000125e-03
6.500811938783516986e-02,6.000000000000000125e-03
7.479494444926301777e-02,8.000000000000000167e-03
8.458176951069086569e-02,8.000000000000000167e-03
9.436859457211869973e-02,1.099999999999999936e-02
1.041554196335465476e-01,1.299999999999999940e-02
1.139422446949743956e-01,1.600000000000000033e-02
1.237290697564022296e-01,1.799999999999999864e-02
1.335158948178300775e-01,2.100000000000000130e-02
1.433027198792579116e-01,2.199999999999999872e-02
1.530895449406857733e-01,2.500000000000000139e-02
1.628763700021136074e-01,2.900000000000000147e-02
1.726631950635414414e-01,3.300000000000000155e-02
1.824500201249693032e-01,3.699999999999999817e-02
1.922368451863971373e-01,4.499999999999999833e-02
2.020236702478249713e-01,4.700000000000000011e-02
2.118104953092528331e-01,5.099999999999999672e-02
2.215973203706806671e-01,5.700000000000000205e-02
2.313841454321085012e-01,6.700000000000000400e-02
2.411709704935363630e-01,7.199999999999999456e-02
2.509577955549642247e-01,7.900000000000000078e-02
2.607446206163920310e-01,8.200000000000000344e-02
2.705314456778198373e-01,8.799999999999999489e-02
2.803182707392477546e-01,9.199999999999999845e-02
2.901050958006755609e-01,9.800000000000000377e-02
2.998919208621033672e-01,1.069999999999999979e-01
3.096787459235312845e-01,1.140000000000000041e-01
3.194655709849590908e-01,1.199999999999999956e-01
3.292523960463868971e-01,1.270000000000000018e-01
3.390392211078148144e-01,1.370000000000000107e-01
3.488260461692426206e-01,1.400000000000000133e-01
3.586128712306704269e-01,1.449999999999999900e-01
3.683996962920983442e-01,1.549999999999999989e-01
3.781865213535261505e-01,1.630000000000000060e-01
3.879733464149539568e-01,1.729999999999999871e-01
3.977601714763818741e-01,1.819999999999999951e-01
4.075469965378096804e-01,1.910000000000000031e-01
4.173338215992374867e-01,1.960000000000000075e-01
4.271206466606654040e-01,2.030000000000000138e-01
4.369074717220932103e-01,2.069999999999999896e-01
4.466942967835210165e-01,2.149999999999999967e-01
4.564811218449489338e-01,2.210000000000000020e-01
4.662679469063767401e-01,2.290000000000000091e-01
4.760547719678045464e-01,2.379999999999999893e-01
4.858415970292324637e-01,2.479999999999999982e-01
4.956284220906602700e-01,2.570000000000000062e-01
5.054152471520880763e-01,2.640000000000000124e-01
5.152020722135159936e-01,2.740000000000000213e-01
5.249888972749436888e-01,2.859999999999999765e-01
5.347757223363716061e-01,2.989999999999999880e-01
5.445625473977994124e-01,3.150000000000000022e-01
5.543493724592272187e-01,3.250000000000000111e-01
5.641361975206551360e-01,3.370000000000000218e-01
5.739230225820829423e-01,3.410000000000000253e-01
5.837098476435107486e-01,3.509999999999999787e-01
5.934966727049386659e-01,3.649999999999999911e-01
6.032834977663664722e-01,3.770000000000000018e-01
6.130703228277942785e-01,3.980000000000000204e-01
6.228571478892221958e-01,4.159999999999999809e-01
6.326439729506500020e-01,4.259999999999999898e-01
6.424307980120778083e-01,4.339999999999999969e-01
6.522176230735057256e-01,4.510000000000000120e-01
6.620044481349335319e-01,4.620000000000000218e-01
6.717912731963613382e-01,4.719999999999999751e-01
6.815780982577892555e-01,4.839999999999999858e-01
6.913649233192170618e-01,5.060000000000000053e-01
7.011517483806448681e-01,5.190000000000000169e-01
7.109385734420727854e-01,5.270000000000000240e-01
7.207253985035005917e-01,5.370000000000000329e-01
7.305122235649283979e-01,5.510000000000000453e-01
7.402990486263563152e-01,5.669999999999999485e-01
7.500858736877841215e-01,5.769999999999999574e-01
7.598726987492119278e-01,5.929999999999999716e-01
7.696595238106398451e-01,6.089999999999999858e-01
7.794463488720676514e-01,6.260000000000000009e-01
7.892331739334954577e-01,6.450000000000000178e-01
7.990199989949233750e-01,6.590000000000000302e-01
8.088068240563511813e-01,6.700000000000000400e-01
8.185936491177789875e-01,6.870000000000000551e-01
8.283804741792069049e-01,7.039999999999999591e-01
8.381672992406347111e-01,7.189999999999999725e-01
8.479541243020625174e-01,7.349999999999999867e-01
8.577409493634904347e-01,7.580000000000000071e-01
8.675277744249182410e-01,7.750000000000000222e-01
8.773145994863460473e-01,7.880000000000000338e-01
8.871014245477739646e-01,8.060000000000000497e-01
8.968882496092017709e-01,8.189999999999999503e-01
9.066750746706295772e-01,8.409999999999999698e-01
9.164618997320574945e-01,8.559999999999999831e-01
9.262487247934853007e-01,8.649999999999999911e-01
9.360355498549131070e-01,8.770000000000000018e-01
9.458223749163410243e-01,8.970000000000000195e-01
9.556091999777688306e-01,9.150000000000000355e-01
9.653960250391966369e-01,9.370000000000000551e-01
9.751828501006245542e-01,9.589999999999999636e-01
9.849696751620522495e-01,9.839999999999999858e-01
9.947565002234801668e-01,1.000000000000000000e+00
